cve_id,published,cvss_version,base_score,severity,attack_vector,attack_complexity,privileges_required,user_interaction,exploitability,products,n_products
CVE-2026-5483,2026-04-10,3.1,8.5,HIGH,NETWORK,HIGH,LOW,NONE,1.8,redhat:openshift_ai,1
CVE-2026-27460,2026-04-10,3.1,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,tandoor:recipes,1
CVE-2026-33618,2026-04-10,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,chamilo:chamilo_lms,1
CVE-2026-33698,2026-04-10,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,chamilo:chamilo_lms,1
CVE-2026-33702,2026-04-10,3.1,7.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,chamilo:chamilo_lms,1
CVE-2026-33703,2026-04-10,3.1,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,chamilo:chamilo_lms,1
CVE-2026-33704,2026-04-10,3.1,7.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,chamilo:chamilo_lms,1
CVE-2026-33705,2026-04-10,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,chamilo:chamilo_lms,1
CVE-2026-33706,2026-04-10,3.1,7.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,chamilo:chamilo_lms,1
CVE-2026-33707,2026-04-10,3.1,9.4,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,chamilo:chamilo_lms,1
CVE-2026-33708,2026-04-10,3.1,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,chamilo:chamilo_lms,1
CVE-2026-33710,2026-04-10,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,chamilo:chamilo_lms,1
CVE-2026-33736,2026-04-10,3.1,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,chamilo:chamilo_lms,1
CVE-2026-33737,2026-04-10,3.1,5.3,MEDIUM,NETWORK,HIGH,LOW,NONE,1.6,chamilo:chamilo_lms,1
CVE-2026-30232,2026-04-10,3.1,9.6,CRITICAL,NETWORK,LOW,LOW,NONE,3.1,depomo:chartbrew,1
CVE-2026-32252,2026-04-10,3.1,7.7,HIGH,NETWORK,LOW,LOW,NONE,3.1,depomo:chartbrew,1
CVE-2026-39921,2026-04-10,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,geosolutionsgroup:geonode,1
CVE-2026-39922,2026-04-10,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,geosolutionsgroup:geonode,1
CVE-2026-40168,2026-04-10,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,gitroom:postiz,1
CVE-2026-40175,2026-04-10,3.1,4.8,MEDIUM,NETWORK,HIGH,NONE,NONE,2.2,axios:axios,1
CVE-2026-40177,2026-04-10,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,ajenti:ajenti_plugin_core,1
CVE-2026-40178,2026-04-10,3.1,5.9,MEDIUM,NETWORK,HIGH,NONE,NONE,2.2,ajenti:ajenti_plugin_core,1
CVE-2026-40180,2026-04-10,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,quarkiverse:quarkus_openapi_generator,1
CVE-2026-40184,2026-04-10,3.1,3.7,LOW,NETWORK,HIGH,NONE,NONE,2.2,mauriceboe:trek,1
CVE-2026-40185,2026-04-10,3.1,7.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,mauriceboe:trek,1
CVE-2026-40188,2026-04-10,3.1,7.7,HIGH,NETWORK,LOW,LOW,NONE,3.1,goshs:goshs,1
CVE-2026-40189,2026-04-10,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,goshs:goshs,1
CVE-2026-40190,2026-04-10,3.1,5.6,MEDIUM,NETWORK,HIGH,NONE,NONE,2.2,langchain:langsmith,1
CVE-2026-40194,2026-04-10,3.1,3.7,LOW,NETWORK,HIGH,NONE,NONE,2.2,phpseclib:phpseclib,1
CVE-2026-40242,2026-04-10,3.1,7.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,getarcane:arcane,1
CVE-2026-40252,2026-04-10,3.1,8.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,fastgpt:fastgpt,1
CVE-2026-33118,2026-04-10,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,microsoft:edge_chromium,1
CVE-2026-33119,2026-04-10,3.1,5.4,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,microsoft:edge,1
CVE-2026-40198,2026-04-10,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,stigtsp:net\,1
CVE-2026-40199,2026-04-10,3.1,6.5,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,stigtsp:net\,1
CVE-2026-3689,2026-04-11,3.0,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,openclaw:openclaw,1
CVE-2026-3690,2026-04-11,3.0,7.4,HIGH,NETWORK,HIGH,NONE,NONE,2.2,openclaw:openclaw,1
CVE-2026-3691,2026-04-11,3.0,5.3,MEDIUM,NETWORK,HIGH,NONE,REQUIRED,1.6,openclaw:openclaw,1
CVE-2026-40354,2026-04-11,3.1,2.9,LOW,LOCAL,HIGH,NONE,NONE,1.4,flatpak:xdg-desktop-portal,1
CVE-2026-4149,2026-04-11,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,sonos:era_300_firmware,1
CVE-2026-4150,2026-04-11,3.1,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,1.8,gimp:gimp,1
CVE-2026-4151,2026-04-11,3.1,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,1.8,gimp:gimp,1
CVE-2026-4152,2026-04-11,3.1,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,1.8,gimp:gimp,1
CVE-2026-4153,2026-04-11,3.1,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,1.8,gimp:gimp,1
CVE-2026-4154,2026-04-11,3.1,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,1.8,gimp:gimp,1
CVE-2026-4155,2026-04-11,3.0,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,chargepoint:home_flex_cph50_firmware,1
CVE-2026-4156,2026-04-11,3.0,7.5,HIGH,ADJACENT,HIGH,NONE,NONE,1.6,chargepoint:home_flex_cph50_firmware,1
CVE-2026-4157,2026-04-11,3.0,7.5,HIGH,ADJACENT,HIGH,NONE,NONE,1.6,chargepoint:home_flex_cph50_firmware,1
CVE-2026-4158,2026-04-11,3.0,7.3,HIGH,LOCAL,LOW,LOW,REQUIRED,1.3,,0
CVE-2026-5053,2026-04-11,3.0,7.1,HIGH,LOCAL,LOW,LOW,NONE,1.8,nomachine:nomachine,1
CVE-2026-5054,2026-04-11,3.0,7.8,HIGH,LOCAL,LOW,LOW,NONE,1.8,nomachine:nomachine,1
CVE-2026-5055,2026-04-11,3.0,7.8,HIGH,LOCAL,LOW,LOW,NONE,1.8,nomachine:nomachine,1
CVE-2026-5058,2026-04-11,3.0,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5059,2026-04-11,3.0,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5493,2026-04-11,3.0,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,1.8,labcenter:proteus,1
CVE-2026-5494,2026-04-11,3.0,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,1.8,labcenter:proteus,1
CVE-2026-5495,2026-04-11,3.0,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,1.8,labcenter:proteus,1
CVE-2026-5496,2026-04-11,3.0,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,1.8,labcenter:proteus,1
CVE-2026-3358,2026-04-11,3.1,5.4,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-3371,2026-04-11,3.1,4.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-3498,2026-04-11,3.1,6.4,MEDIUM,NETWORK,LOW,LOW,NONE,3.1,,0
CVE-2026-4895,2026-04-11,3.1,6.4,MEDIUM,NETWORK,LOW,LOW,NONE,3.1,,0
CVE-2026-4979,2026-04-11,3.1,5.0,MEDIUM,NETWORK,LOW,LOW,NONE,3.1,,0
CVE-2026-5144,2026-04-11,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5207,2026-04-11,3.1,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5217,2026-04-11,3.1,7.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5226,2026-04-11,3.1,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,,0
CVE-2026-34621,2026-04-11,3.1,8.6,HIGH,LOCAL,LOW,NONE,REQUIRED,1.8,adobe:acrobat_dc|adobe:acrobat_reader_dc|adobe:acrobat,3
CVE-2026-5809,2026-04-11,3.1,7.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-23900,2026-04-11,3.1,6.5,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,phoca:maps,1
CVE-2026-32146,2026-04-11,3.1,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,1.8,lpil:gleam,1
CVE-2026-31845,2026-04-11,3.1,9.3,CRITICAL,NETWORK,LOW,NONE,REQUIRED,2.8,,0
CVE-2026-6105,2026-04-11,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6106,2026-04-11,3.1,3.5,LOW,NETWORK,LOW,LOW,REQUIRED,2.1,,0
CVE-2026-6107,2026-04-12,3.1,3.5,LOW,NETWORK,LOW,LOW,REQUIRED,2.1,,0
CVE-2026-6108,2026-04-12,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-6109,2026-04-12,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,deepwisdom:metagpt,1
CVE-2026-1116,2026-04-12,3.1,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,lollms:lollms,1
CVE-2026-6110,2026-04-12,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,deepwisdom:metagpt,1
CVE-2026-6111,2026-04-12,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,deepwisdom:metagpt,1
CVE-2026-6112,2026-04-12,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6113,2026-04-12,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6114,2026-04-12,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6115,2026-04-12,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6116,2026-04-12,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6117,2026-04-12,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-6118,2026-04-12,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-31413,2026-04-12,3.1,7.8,HIGH,LOCAL,LOW,LOW,NONE,1.8,linux:linux_kernel,1
CVE-2026-6119,2026-04-12,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-6120,2026-04-12,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,tenda:f451_firmware,1
CVE-2026-6121,2026-04-12,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,tenda:f451_firmware,1
CVE-2026-6122,2026-04-12,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,tenda:f451_firmware,1
CVE-2026-6123,2026-04-12,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,tenda:f451_firmware,1
CVE-2026-6124,2026-04-12,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,tenda:f451_firmware,1
CVE-2026-6125,2026-04-12,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-6126,2026-04-12,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2017-20239,2026-04-12,3.1,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,dynalon:mdwiki,1
CVE-2018-25257,2026-04-12,3.1,7.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2018-25258,2026-04-12,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,,0
CVE-2019-25689,2026-04-12,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,socusoft:html5_video_player,1
CVE-2019-25691,2026-04-12,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,,0
CVE-2019-25693,2026-04-12,3.1,7.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,montala:resourcespace,1
CVE-2019-25695,2026-04-12,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,,0
CVE-2019-25697,2026-04-12,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,victoralagwu:cmssite,1
CVE-2019-25699,2026-04-12,3.1,7.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,gurkanuzunca:newsbull,1
CVE-2019-25701,2026-04-12,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,ether_software:easy_video_to_ipod_converter,1
CVE-2019-25703,2026-04-12,3.1,7.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,impresscms:impresscms,1
CVE-2019-25705,2026-04-12,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,interference-security:echo_mirage,1
CVE-2019-25706,2026-04-12,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2019-25707,2026-04-12,3.1,7.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,ebrigade:ebrigade,1
CVE-2019-25708,2026-04-12,3.1,4.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,heatmiser:wifi_thermostat,1
CVE-2019-25709,2026-04-12,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,codefuture:image_hosting_script,1
CVE-2019-25710,2026-04-12,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,dolibarr:dolibarr_erp\/crm,1
CVE-2019-25711,2026-04-12,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,nsasoft:spotftp,1
CVE-2019-25712,2026-04-12,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,nsasoft:blueauditor,1
CVE-2019-25713,2026-04-12,3.1,7.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,myt_project:myt,1
CVE-2026-40385,2026-04-12,3.1,4.0,MEDIUM,LOCAL,HIGH,NONE,NONE,1.4,libexif_project:libexif,1
CVE-2026-40386,2026-04-12,3.1,4.0,MEDIUM,LOCAL,HIGH,NONE,NONE,1.4,libexif_project:libexif,1
CVE-2026-40393,2026-04-12,3.1,8.1,HIGH,NETWORK,HIGH,NONE,NONE,2.2,mesa3d:mesa,1
CVE-2026-40394,2026-04-12,3.1,4.0,MEDIUM,NETWORK,HIGH,NONE,NONE,2.2,varnish-software:varnish_enterprise|vinyl-cache:vinyl_cache,2
CVE-2026-40395,2026-04-12,3.1,4.0,MEDIUM,NETWORK,HIGH,NONE,NONE,2.2,varnish-software:varnish_enterprise,1
CVE-2026-40396,2026-04-12,3.1,4.0,MEDIUM,NETWORK,HIGH,NONE,NONE,2.2,vinyl-cache:vinyl_cache,1
CVE-2026-6129,2026-04-12,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6130,2026-04-12,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6131,2026-04-12,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6132,2026-04-12,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6133,2026-04-12,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,tenda:f451_firmware,1
CVE-2026-6134,2026-04-12,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,tenda:f451_firmware,1
CVE-2026-6135,2026-04-13,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,tenda:f451_firmware,1
CVE-2026-6136,2026-04-13,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,tenda:f451_firmware,1
CVE-2026-6137,2026-04-13,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,tenda:f451_firmware,1
CVE-2026-6138,2026-04-13,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-25204,2026-04-13,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,samsung:escargot,1
CVE-2026-6139,2026-04-13,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6140,2026-04-13,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6141,2026-04-13,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-6142,2026-04-13,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6143,2026-04-13,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-6148,2026-04-13,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6149,2026-04-13,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6150,2026-04-13,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,,0
CVE-2026-6151,2026-04-13,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6152,2026-04-13,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6179,2026-04-13,3.1,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,2.3,fptsoftware:nightwolf_penetration_testing_platform,1
CVE-2026-28553,2026-04-13,3.1,6.9,MEDIUM,LOCAL,HIGH,NONE,REQUIRED,1.0,huawei:harmonyos|huawei:emui,2
CVE-2026-34850,2026-04-13,3.1,1.9,LOW,LOCAL,HIGH,HIGH,NONE,0.5,huawei:harmonyos,1
CVE-2026-34851,2026-04-13,3.1,2.2,LOW,LOCAL,HIGH,LOW,REQUIRED,0.8,huawei:harmonyos,1
CVE-2026-34852,2026-04-13,3.1,6.1,MEDIUM,LOCAL,LOW,LOW,REQUIRED,1.3,huawei:harmonyos,1
CVE-2026-34853,2026-04-13,3.1,7.7,HIGH,LOCAL,LOW,HIGH,REQUIRED,1.1,huawei:harmonyos|huawei:emui,2
CVE-2026-34856,2026-04-13,3.1,7.3,HIGH,LOCAL,LOW,NONE,NONE,2.5,huawei:harmonyos,1
CVE-2026-34860,2026-04-13,3.1,4.1,MEDIUM,LOCAL,HIGH,NONE,REQUIRED,1.0,huawei:harmonyos,1
CVE-2026-34867,2026-04-13,3.1,5.6,MEDIUM,LOCAL,LOW,LOW,REQUIRED,1.3,huawei:harmonyos,1
CVE-2026-6153,2026-04-13,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6154,2026-04-13,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6155,2026-04-13,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6156,2026-04-13,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6157,2026-04-13,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-21003,2026-04-13,3.1,6.8,MEDIUM,PHYSICAL,LOW,NONE,NONE,0.9,samsung:android,1
CVE-2026-25205,2026-04-13,3.1,7.4,HIGH,LOCAL,HIGH,NONE,NONE,1.4,samsung:escargot,1
CVE-2026-25206,2026-04-13,3.1,6.7,MEDIUM,LOCAL,HIGH,NONE,NONE,1.4,samsung:escargot,1
CVE-2026-25207,2026-04-13,3.1,7.4,HIGH,LOCAL,HIGH,NONE,NONE,1.4,samsung:escargot,1
CVE-2026-25208,2026-04-13,3.1,8.1,HIGH,NETWORK,HIGH,NONE,NONE,2.2,samsung:escargot,1
CVE-2026-25209,2026-04-13,3.1,6.5,MEDIUM,NETWORK,HIGH,NONE,NONE,2.2,samsung:escargot,1
CVE-2026-34849,2026-04-13,3.1,2.5,LOW,LOCAL,HIGH,NONE,REQUIRED,1.0,huawei:harmonyos,1
CVE-2026-34854,2026-04-13,3.1,5.7,MEDIUM,LOCAL,HIGH,HIGH,NONE,0.5,huawei:harmonyos|huawei:emui,2
CVE-2026-34855,2026-04-13,3.1,5.7,MEDIUM,LOCAL,HIGH,HIGH,NONE,0.5,huawei:harmonyos|huawei:emui,2
CVE-2026-34857,2026-04-13,3.1,4.7,MEDIUM,LOCAL,HIGH,HIGH,NONE,0.5,huawei:harmonyos,1
CVE-2026-34858,2026-04-13,3.1,4.1,MEDIUM,LOCAL,HIGH,HIGH,NONE,0.5,huawei:harmonyos,1
CVE-2026-34859,2026-04-13,3.1,5.9,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,huawei:harmonyos|huawei:emui,2
CVE-2026-34861,2026-04-13,3.1,6.3,MEDIUM,LOCAL,LOW,HIGH,NONE,0.8,huawei:harmonyos,1
CVE-2026-34862,2026-04-13,3.1,6.3,MEDIUM,LOCAL,LOW,HIGH,NONE,0.8,huawei:harmonyos,1
CVE-2026-34863,2026-04-13,3.1,6.7,MEDIUM,LOCAL,LOW,HIGH,NONE,0.8,huawei:harmonyos,1
CVE-2026-34864,2026-04-13,3.1,6.8,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,huawei:harmonyos,1
CVE-2026-35553,2026-04-13,3.1,6.7,MEDIUM,LOCAL,LOW,HIGH,NONE,0.8,,0
CVE-2026-40446,2026-04-13,3.1,6.9,MEDIUM,LOCAL,HIGH,NONE,NONE,1.4,samsung:escargot,1
CVE-2026-6158,2026-04-13,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6159,2026-04-13,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,,0
CVE-2026-6160,2026-04-13,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6161,2026-04-13,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6162,2026-04-13,3.1,3.5,LOW,NETWORK,LOW,LOW,REQUIRED,2.1,,0
CVE-2026-21006,2026-04-13,3.1,2.4,LOW,PHYSICAL,LOW,NONE,NONE,0.9,samsung:android,1
CVE-2026-21007,2026-04-13,3.1,6.8,MEDIUM,PHYSICAL,LOW,NONE,NONE,0.9,samsung:android,1
CVE-2026-21008,2026-04-13,3.1,6.5,MEDIUM,ADJACENT,LOW,NONE,NONE,2.8,samsung:android,1
CVE-2026-21009,2026-04-13,3.1,6.8,MEDIUM,PHYSICAL,LOW,NONE,NONE,0.9,samsung:android,1
CVE-2026-21010,2026-04-13,3.1,6.6,MEDIUM,PHYSICAL,LOW,LOW,NONE,0.7,samsung:android,1
CVE-2026-21011,2026-04-13,3.1,6.8,MEDIUM,PHYSICAL,LOW,NONE,NONE,0.9,samsung:android,1
CVE-2026-21012,2026-04-13,3.1,3.3,LOW,LOCAL,LOW,LOW,NONE,1.8,samsung:android,1
CVE-2026-21013,2026-04-13,3.1,5.5,MEDIUM,LOCAL,LOW,LOW,NONE,1.8,samsung:galaxy_wearable,1
CVE-2026-21014,2026-04-13,3.1,2.8,LOW,LOCAL,LOW,LOW,REQUIRED,1.3,samsung:camera,1
CVE-2026-40447,2026-04-13,3.1,5.1,MEDIUM,LOCAL,HIGH,NONE,NONE,1.4,samsung:escargot,1
CVE-2026-6163,2026-04-13,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6164,2026-04-13,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6165,2026-04-13,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2025-15441,2026-04-13,3.1,6.8,MEDIUM,NETWORK,HIGH,NONE,NONE,2.2,,0
CVE-2026-34865,2026-04-13,3.1,9.1,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,huawei:harmonyos,1
CVE-2026-34866,2026-04-13,3.1,5.1,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,huawei:harmonyos,1
CVE-2026-3830,2026-04-13,3.1,8.6,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-40436,2026-04-13,3.1,7.1,HIGH,NETWORK,HIGH,LOW,REQUIRED,1.2,zte:zxesm_iems,1
CVE-2026-5085,2026-04-13,3.1,9.1,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,mcrawfor:solstice\,1
CVE-2026-5936,2026-04-13,3.1,8.5,HIGH,NETWORK,LOW,LOW,NONE,3.1,foxit:pdf_services_api,1
CVE-2026-6166,2026-04-13,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6167,2026-04-13,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-6168,2026-04-13,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-0232,2026-04-13,3.1,4.4,MEDIUM,LOCAL,LOW,HIGH,NONE,0.8,paloaltonetworks:cortex_xdr_agent,1
CVE-2026-0233,2026-04-13,3.1,8.8,HIGH,ADJACENT,LOW,NONE,NONE,2.8,paloaltonetworks:autonomous_digital_experience_manager,1
CVE-2026-0234,2026-04-13,3.1,9.1,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,paloaltonetworks:cortex_xsiam|paloaltonetworks:cortex_xsoar,2
CVE-2025-15632,2026-04-13,3.1,3.5,LOW,NETWORK,LOW,LOW,REQUIRED,2.1,,0
CVE-2026-35337,2026-04-13,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,apache:storm,1
CVE-2026-35565,2026-04-13,3.1,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,2.3,apache:storm,1
CVE-2026-2728,2026-04-13,3.1,4.8,MEDIUM,NETWORK,LOW,HIGH,REQUIRED,1.7,librenms:librenms,1
CVE-2026-6204,2026-04-13,3.1,7.2,HIGH,NETWORK,LOW,HIGH,NONE,1.2,librenms:librenms,1
CVE-2026-34476,2026-04-13,3.1,7.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,apache:skywalking_mcp,1
CVE-2026-36872,2026-04-13,3.1,2.7,LOW,NETWORK,LOW,HIGH,NONE,1.2,razormist:basic_library_system,1
CVE-2026-36873,2026-04-13,3.1,2.7,LOW,NETWORK,LOW,HIGH,NONE,1.2,razormist:basic_library_system,1
CVE-2026-36874,2026-04-13,3.1,2.7,LOW,NETWORK,LOW,HIGH,NONE,1.2,razormist:basic_library_system,1
CVE-2026-36919,2026-04-13,3.1,2.7,LOW,NETWORK,LOW,HIGH,NONE,1.2,janobe:online_reviewer_system,1
CVE-2026-36920,2026-04-13,3.1,2.7,LOW,NETWORK,LOW,HIGH,NONE,1.2,janobe:online_reviewer_system,1
