cve_id,published,cvss_version,base_score,severity,attack_vector,attack_complexity,privileges_required,user_interaction,exploitability,products,n_products
CVE-2025-70952,2026-03-25,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,pf4j_project:pf4j,1
CVE-2026-1001,2026-03-25,3.1,4.8,MEDIUM,NETWORK,LOW,HIGH,REQUIRED,1.7,domoticz:domoticz,1
CVE-2026-27602,2026-03-25,3.1,7.2,HIGH,NETWORK,LOW,HIGH,NONE,1.2,modoboa:modoboa,1
CVE-2026-33720,2026-03-25,3.1,4.2,MEDIUM,NETWORK,HIGH,NONE,REQUIRED,1.6,n8n:n8n,1
CVE-2026-33722,2026-03-25,3.1,5.3,MEDIUM,NETWORK,HIGH,LOW,NONE,1.6,n8n:n8n,1
CVE-2026-33724,2026-03-25,3.1,7.4,HIGH,NETWORK,HIGH,NONE,NONE,2.2,n8n:n8n,1
CVE-2026-33749,2026-03-25,3.1,9.0,CRITICAL,NETWORK,LOW,LOW,REQUIRED,2.3,n8n:n8n,1
CVE-2026-33751,2026-03-25,3.1,4.8,MEDIUM,NETWORK,HIGH,NONE,NONE,2.2,n8n:n8n,1
CVE-2026-33809,2026-03-25,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,golang:tiff,1
CVE-2025-12708,2026-03-25,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,ibm:concert,1
CVE-2025-14790,2026-03-25,3.1,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,ibm:infosphere_information_server,1
CVE-2025-70888,2026-03-25,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,osslsigncode_project:osslsigncode,1
CVE-2026-27889,2026-03-25,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,linuxfoundation:nats-server,1
CVE-2026-29785,2026-03-25,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,linuxfoundation:nats-server,1
CVE-2026-33216,2026-03-25,3.1,8.6,HIGH,NETWORK,LOW,NONE,NONE,3.9,linuxfoundation:nats-server,1
CVE-2026-33217,2026-03-25,3.1,7.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,linuxfoundation:nats-server,1
CVE-2026-33218,2026-03-25,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,linuxfoundation:nats-server,1
CVE-2026-33219,2026-03-25,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,linuxfoundation:nats-server,1
CVE-2026-33246,2026-03-25,3.1,6.4,MEDIUM,NETWORK,LOW,LOW,NONE,3.1,linuxfoundation:nats-server,1
CVE-2026-33247,2026-03-25,3.1,7.4,HIGH,NETWORK,HIGH,NONE,NONE,2.2,linuxfoundation:nats-server,1
CVE-2025-14807,2026-03-25,3.1,6.5,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,ibm:infosphere_information_server,1
CVE-2025-14808,2026-03-25,3.1,3.1,LOW,NETWORK,HIGH,LOW,NONE,1.6,ibm:infosphere_information_server,1
CVE-2025-14810,2026-03-25,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,ibm:infosphere_information_server,1
CVE-2025-14912,2026-03-25,3.1,5.4,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,ibm:infosphere_information_server,1
CVE-2025-14915,2026-03-25,3.1,6.5,MEDIUM,NETWORK,LOW,HIGH,NONE,1.2,ibm:websphere_application_server,1
CVE-2025-14917,2026-03-25,3.1,6.7,MEDIUM,LOCAL,LOW,HIGH,NONE,0.8,ibm:websphere_application_server,1
CVE-2025-14974,2026-03-25,3.1,5.7,MEDIUM,ADJACENT,LOW,LOW,NONE,2.1,ibm:infosphere_information_server,1
CVE-2025-36258,2026-03-25,3.1,7.1,HIGH,LOCAL,LOW,NONE,NONE,2.5,ibm:infosphere_information_server,1
CVE-2025-36422,2026-03-25,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,ibm:infosphere_information_server,1
CVE-2025-36438,2026-03-25,3.1,5.1,MEDIUM,LOCAL,HIGH,NONE,NONE,1.4,ibm:concert,1
CVE-2025-36440,2026-03-25,3.1,5.1,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,ibm:concert,1
CVE-2025-64646,2026-03-25,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,ibm:concert,1
CVE-2025-64647,2026-03-25,3.1,5.9,MEDIUM,NETWORK,HIGH,NONE,NONE,2.2,ibm:concert,1
CVE-2025-64648,2026-03-25,3.1,5.9,MEDIUM,NETWORK,HIGH,NONE,NONE,2.2,ibm:concert,1
CVE-2026-1014,2026-03-25,3.1,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,ibm:infosphere_information_server,1
CVE-2026-1015,2026-03-25,3.1,5.4,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,ibm:infosphere_information_server,1
CVE-2026-1262,2026-03-25,3.1,4.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,ibm:infosphere_information_server,1
CVE-2026-1561,2026-03-25,3.1,5.4,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,ibm:websphere_application_server,1
CVE-2026-2483,2026-03-25,3.1,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,2.3,ibm:infosphere_information_server,1
CVE-2026-2484,2026-03-25,3.1,4.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,ibm:infosphere_information_server,1
CVE-2026-2485,2026-03-25,3.1,4.8,MEDIUM,NETWORK,LOW,HIGH,REQUIRED,1.7,ibm:infosphere_information_server,1
CVE-2026-30975,2026-03-25,3.1,8.1,HIGH,NETWORK,LOW,NONE,REQUIRED,2.8,sonarr:sonarr,1
CVE-2026-30976,2026-03-25,3.1,8.6,HIGH,NETWORK,LOW,NONE,NONE,3.9,sonarr:sonarr,1
CVE-2026-33222,2026-03-25,3.1,4.9,MEDIUM,NETWORK,LOW,HIGH,NONE,1.2,linuxfoundation:nats-server,1
CVE-2026-33223,2026-03-25,3.1,6.4,MEDIUM,NETWORK,LOW,LOW,NONE,3.1,linuxfoundation:nats-server,1
CVE-2026-33248,2026-03-25,3.1,4.2,MEDIUM,NETWORK,HIGH,LOW,NONE,1.6,linuxfoundation:nats-server,1
CVE-2026-33249,2026-03-25,3.1,4.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,linuxfoundation:nats-server,1
CVE-2026-4822,2026-03-25,3.1,7.0,HIGH,LOCAL,HIGH,LOW,NONE,1.0,,0
CVE-2025-14684,2026-03-25,3.1,4.0,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,ibm:maximo_application_suite,1
CVE-2025-36187,2026-03-25,3.1,4.4,MEDIUM,LOCAL,LOW,HIGH,NONE,0.8,ibm:knowledge_catalog,1
CVE-2026-4823,2026-03-25,3.1,2.5,LOW,LOCAL,HIGH,LOW,NONE,1.0,,0
CVE-2026-4824,2026-03-25,3.1,7.0,HIGH,LOCAL,HIGH,LOW,NONE,1.0,,0
CVE-2026-29187,2026-03-25,3.1,8.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,open-emr:openemr,1
CVE-2026-32120,2026-03-25,3.1,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,open-emr:openemr,1
CVE-2026-33348,2026-03-25,3.1,8.7,HIGH,NETWORK,LOW,LOW,REQUIRED,2.3,open-emr:openemr,1
CVE-2026-33909,2026-03-25,3.1,5.9,MEDIUM,NETWORK,HIGH,HIGH,NONE,0.7,open-emr:openemr,1
CVE-2026-33910,2026-03-25,3.1,7.2,HIGH,NETWORK,LOW,HIGH,NONE,1.2,open-emr:openemr,1
CVE-2026-33911,2026-03-25,3.1,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,2.3,open-emr:openemr,1
CVE-2026-33912,2026-03-25,3.1,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,2.3,open-emr:openemr,1
CVE-2026-33913,2026-03-25,3.1,7.7,HIGH,NETWORK,LOW,LOW,NONE,3.1,open-emr:openemr,1
CVE-2026-4825,2026-03-25,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,ahsanriaz26gmailcom:sales_and_inventory_system,1
CVE-2026-30892,2026-03-26,3.1,0.0,NONE,LOCAL,LOW,NONE,NONE,2.5,crun_project:crun,1
CVE-2026-33914,2026-03-26,3.1,7.2,HIGH,NETWORK,LOW,HIGH,NONE,1.2,open-emr:openemr,1
CVE-2026-33915,2026-03-26,3.1,5.4,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,open-emr:openemr,1
CVE-2026-33917,2026-03-26,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,open-emr:openemr,1
CVE-2026-33918,2026-03-26,3.1,7.6,HIGH,NETWORK,LOW,LOW,NONE,2.8,open-emr:openemr,1
CVE-2026-33931,2026-03-26,3.1,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,open-emr:openemr,1
CVE-2026-33932,2026-03-26,3.1,7.6,HIGH,NETWORK,LOW,LOW,REQUIRED,2.3,open-emr:openemr,1
CVE-2026-33933,2026-03-26,3.1,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,open-emr:openemr,1
CVE-2026-33934,2026-03-26,3.1,4.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,open-emr:openemr,1
CVE-2026-34051,2026-03-26,3.1,5.4,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,open-emr:openemr,1
CVE-2026-34053,2026-03-26,3.1,7.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,open-emr:openemr,1
CVE-2026-34055,2026-03-26,3.1,8.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,open-emr:openemr,1
CVE-2026-34056,2026-03-26,3.1,7.7,HIGH,NETWORK,LOW,LOW,NONE,3.1,open-emr:openemr,1
CVE-2026-4758,2026-03-26,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-4826,2026-03-26,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,ahsanriaz26gmailcom:sales_and_inventory_system,1
CVE-2026-32748,2026-03-26,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,squid-cache:squid,1
CVE-2026-33182,2026-03-26,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,saloon:saloon,1
CVE-2026-33183,2026-03-26,3.1,9.1,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,saloon:saloon,1
CVE-2026-33285,2026-03-26,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,liquidjs:liquidjs,1
CVE-2026-33287,2026-03-26,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,liquidjs:liquidjs,1
CVE-2026-33515,2026-03-26,3.1,6.5,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,squid-cache:squid,1
CVE-2026-33526,2026-03-26,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,squid-cache:squid,1
CVE-2026-33942,2026-03-26,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,saloon:saloon,1
CVE-2026-4830,2026-03-26,3.1,5.6,MEDIUM,NETWORK,HIGH,NONE,NONE,2.2,,0
CVE-2026-4484,2026-03-26,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-4831,2026-03-26,3.1,3.7,LOW,NETWORK,HIGH,NONE,NONE,2.2,,0
CVE-2026-4833,2026-03-26,3.1,3.3,LOW,LOCAL,LOW,LOW,NONE,1.8,,0
CVE-2014-125112,2026-03-26,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,miyagawa:plack\,1
CVE-2025-15101,2026-03-26,3.1,8.8,HIGH,NETWORK,LOW,NONE,REQUIRED,2.8,asus:asus_firmware,1
CVE-2026-4835,2026-03-26,3.1,3.5,LOW,NETWORK,LOW,LOW,REQUIRED,2.1,,0
CVE-2026-4836,2026-03-26,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-1986,2026-03-26,3.1,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,,0
CVE-2026-3328,2026-03-26,3.1,7.2,HIGH,NETWORK,LOW,HIGH,NONE,1.2,,0
CVE-2026-4075,2026-03-26,3.1,6.4,MEDIUM,NETWORK,LOW,LOW,NONE,3.1,,0
CVE-2026-4335,2026-03-26,3.1,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,2.3,,0
CVE-2026-4838,2026-03-26,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-4839,2026-03-26,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-2931,2026-03-26,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-33201,2026-03-26,3.0,6.8,MEDIUM,PHYSICAL,LOW,NONE,NONE,0.9,,0
CVE-2026-4278,2026-03-26,3.1,6.4,MEDIUM,NETWORK,LOW,LOW,NONE,3.1,,0
CVE-2026-4281,2026-03-26,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-4329,2026-03-26,3.1,7.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-4331,2026-03-26,3.1,4.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-4389,2026-03-26,3.1,6.4,MEDIUM,NETWORK,LOW,LOW,NONE,3.1,,0
CVE-2026-4840,2026-03-26,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-4841,2026-03-26,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-4842,2026-03-26,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-4844,2026-03-26,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-1206,2026-03-26,3.1,4.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-4845,2026-03-26,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,,0
CVE-2026-4846,2026-03-26,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,,0
CVE-2025-15433,2026-03-26,3.1,6.8,MEDIUM,NETWORK,LOW,HIGH,NONE,2.3,,0
CVE-2025-15488,2026-03-26,3.1,6.5,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-1430,2026-03-26,3.1,4.8,MEDIUM,NETWORK,LOW,HIGH,REQUIRED,1.7,,0
CVE-2026-1890,2026-03-26,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-28760,2026-03-26,3.0,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,1.8,,0
CVE-2026-32680,2026-03-26,3.0,7.8,HIGH,LOCAL,LOW,LOW,NONE,1.8,,0
CVE-2026-4247,2026-03-26,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,freebsd:freebsd,1
CVE-2026-4652,2026-03-26,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,freebsd:freebsd,1
CVE-2026-4747,2026-03-26,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,freebsd:freebsd,1
CVE-2026-4847,2026-03-26,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,,0
CVE-2026-4848,2026-03-26,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,,0
CVE-2026-4849,2026-03-26,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,code-projects:simple_laundry_system,1
CVE-2026-4850,2026-03-26,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,code-projects:simple_laundry_system,1
CVE-2026-4874,2026-03-26,3.1,3.1,LOW,NETWORK,HIGH,LOW,NONE,1.6,redhat:build_of_keycloak|redhat:jboss_enterprise_application_platform|redhat:jboss_enterprise_application_platform_expansion_pack|redhat:single_sign-on,4
CVE-2026-4860,2026-03-26,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-4861,2026-03-26,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,wavlink:wl-nu516u1_firmware,1
CVE-2026-4862,2026-03-26,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-23396,2026-03-26,3.1,5.5,MEDIUM,LOCAL,LOW,LOW,NONE,1.8,linux:linux_kernel,1
CVE-2026-23397,2026-03-26,3.1,7.1,HIGH,LOCAL,LOW,LOW,NONE,1.8,linux:linux_kernel,1
CVE-2026-23398,2026-03-26,3.1,5.5,MEDIUM,LOCAL,LOW,LOW,NONE,1.8,linux:linux_kernel,1
CVE-2026-24068,2026-03-26,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-4274,2026-03-26,3.1,5.4,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,mattermost:mattermost_server,1
CVE-2026-4809,2026-03-26,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2018-25183,2026-03-26,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,wecodex:shipping_system_cms,1
CVE-2018-25185,2026-03-26,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,wecodex:restaurant_cms,1
CVE-2018-25195,2026-03-26,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,wecodex:hotel_cms,1
CVE-2018-25201,2026-03-26,3.1,7.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,wecodex:school_management_system_cms,1
CVE-2018-25202,2026-03-26,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2018-25203,2026-03-26,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2018-25204,2026-03-26,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,wecodex:library_cms,1
CVE-2018-25205,2026-03-26,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2018-25206,2026-03-26,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2018-25207,2026-03-26,3.1,7.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2018-25208,2026-03-26,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,qdpm:qdpm,1
CVE-2018-25209,2026-03-26,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2018-25210,2026-03-26,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,web-ofisi:e-ticaret,1
CVE-2025-41368,2026-03-26,3.1,8.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,smallsrv:small_http_server,1
CVE-2025-41026,2026-03-26,3.1,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,gdtaller:gdtaller,1
CVE-2025-41027,2026-03-26,3.1,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,gdtaller:gdtaller,1
CVE-2025-41359,2026-03-26,3.1,7.8,HIGH,LOCAL,LOW,LOW,NONE,1.8,smallsrv:small_http_server,1
CVE-2025-55265,2026-03-26,3.1,6.5,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,hcltech:aftermarket_cloud,1
CVE-2025-55266,2026-03-26,3.1,5.9,MEDIUM,NETWORK,HIGH,NONE,REQUIRED,1.6,hcltech:aftermarket_cloud,1
CVE-2025-55267,2026-03-26,3.1,5.7,MEDIUM,NETWORK,LOW,LOW,REQUIRED,2.1,hcltech:aftermarket_cloud,1
CVE-2025-55268,2026-03-26,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,hcltech:aftermarket_cloud,1
CVE-2025-55269,2026-03-26,3.1,4.2,MEDIUM,NETWORK,HIGH,NONE,REQUIRED,1.6,hcltech:aftermarket_cloud,1
CVE-2025-55270,2026-03-26,3.1,3.5,LOW,NETWORK,LOW,LOW,REQUIRED,2.1,hcltech:aftermarket_cloud,1
CVE-2025-55271,2026-03-26,3.1,3.1,LOW,NETWORK,HIGH,NONE,REQUIRED,1.6,hcltech:aftermarket_cloud,1
CVE-2025-55272,2026-03-26,3.1,3.1,LOW,NETWORK,HIGH,NONE,REQUIRED,1.6,hcltech:aftermarket_cloud,1
CVE-2025-55273,2026-03-26,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,hcltech:aftermarket_cloud,1
CVE-2025-55274,2026-03-26,3.1,2.6,LOW,NETWORK,HIGH,LOW,REQUIRED,1.2,hcltech:aftermarket_cloud,1
CVE-2025-55275,2026-03-26,3.1,3.7,LOW,NETWORK,HIGH,LOW,REQUIRED,1.2,hcltech:aftermarket_cloud,1
CVE-2025-55276,2026-03-26,3.1,3.1,LOW,NETWORK,HIGH,NONE,REQUIRED,1.6,hcltech:aftermarket_cloud,1
CVE-2025-55277,2026-03-26,3.1,2.6,LOW,NETWORK,HIGH,LOW,REQUIRED,1.2,hcltech:aftermarket_cloud,1
CVE-2026-1961,2026-03-26,3.1,8.0,HIGH,NETWORK,LOW,LOW,REQUIRED,2.1,,0
CVE-2026-4875,2026-03-26,3.1,4.7,MEDIUM,NETWORK,LOW,HIGH,NONE,1.2,,0
CVE-2026-4887,2026-03-26,3.1,6.1,MEDIUM,LOCAL,LOW,NONE,REQUIRED,1.8,gimp:gimp,1
CVE-2018-25211,2026-03-26,3.1,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,1.8,alloksoft:video_splitter,1
CVE-2018-25212,2026-03-26,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,boxoft:wav_to_wma_converter,1
CVE-2018-25213,2026-03-26,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,nsasoft:nsauditor,1
CVE-2018-25214,2026-03-26,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,magnetosoft:megaping,1
CVE-2018-25215,2026-03-26,3.1,5.5,MEDIUM,LOCAL,LOW,NONE,REQUIRED,1.8,passfab:excel_password_recovery,1
CVE-2018-25216,2026-03-26,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,powersoftware:anyburn,1
CVE-2018-25217,2026-03-26,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,rttsoftware:pdf_explorer,1
CVE-2018-25218,2026-03-26,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,passfab:rar_password_recovery,1
CVE-2018-25219,2026-03-26,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,passfab:excel_password_recovery,1
CVE-2019-25648,2026-03-26,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,,0
CVE-2019-25649,2026-03-26,3.1,5.5,MEDIUM,LOCAL,LOW,NONE,REQUIRED,1.8,,0
CVE-2019-25650,2026-03-26,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,,0
CVE-2025-55261,2026-03-26,3.1,8.1,HIGH,NETWORK,LOW,NONE,REQUIRED,2.8,hcltech:aftermarket_cloud,1
CVE-2025-55262,2026-03-26,3.1,8.3,HIGH,NETWORK,LOW,NONE,REQUIRED,2.8,hcltech:aftermarket_cloud,1
CVE-2025-55263,2026-03-26,3.1,7.3,HIGH,NETWORK,LOW,LOW,REQUIRED,2.1,hcltech:aftermarket_cloud,1
CVE-2025-55264,2026-03-26,3.1,5.5,MEDIUM,NETWORK,LOW,LOW,REQUIRED,2.1,hcltech:aftermarket_cloud,1
CVE-2026-1032,2026-03-26,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,,0
CVE-2026-2231,2026-03-26,3.1,7.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-2389,2026-03-26,3.1,4.9,MEDIUM,NETWORK,HIGH,LOW,NONE,1.8,,0
CVE-2026-2511,2026-03-26,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-33343,2026-03-26,3.1,0.0,NONE,NETWORK,LOW,NONE,NONE,3.9,etcd:etcd,1
CVE-2026-33396,2026-03-26,3.1,9.9,CRITICAL,NETWORK,LOW,LOW,NONE,3.1,hackerbay:oneuptime,1
CVE-2026-33413,2026-03-26,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,etcd:etcd,1
CVE-2026-4876,2026-03-26,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-4877,2026-03-26,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,,0
CVE-2026-22593,2026-03-26,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,linuxfoundation:everest,1
CVE-2026-22790,2026-03-26,3.1,8.8,HIGH,ADJACENT,LOW,NONE,NONE,2.8,linuxfoundation:everest,1
CVE-2026-23995,2026-03-26,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,linuxfoundation:everest,1
CVE-2026-26008,2026-03-26,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,linuxfoundation:everest,1
CVE-2026-26070,2026-03-26,3.1,4.6,MEDIUM,PHYSICAL,LOW,NONE,NONE,0.9,linuxfoundation:everest,1
CVE-2026-26071,2026-03-26,3.1,4.2,MEDIUM,PHYSICAL,HIGH,NONE,NONE,0.5,linuxfoundation:everest,1
CVE-2026-26072,2026-03-26,3.1,4.2,MEDIUM,PHYSICAL,HIGH,NONE,NONE,0.5,linuxfoundation:everest,1
CVE-2026-27663,2026-03-26,3.1,6.5,MEDIUM,ADJACENT,LOW,NONE,NONE,2.8,,0
CVE-2026-27664,2026-03-26,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-28297,2026-03-26,3.1,6.1,MEDIUM,ADJACENT,LOW,HIGH,NONE,0.9,solarwinds:observability_self-hosted,1
CVE-2026-28298,2026-03-26,3.1,5.9,MEDIUM,ADJACENT,LOW,HIGH,REQUIRED,0.7,solarwinds:observability_self-hosted,1
CVE-2026-29933,2026-03-26,3.1,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,yzmcms:yzmcms,1
CVE-2026-29934,2026-03-26,3.1,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,lightcms_project:lightcms,1
CVE-2026-29976,2026-03-26,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,zerbea:hcxtools,1
CVE-2026-30162,2026-03-26,3.1,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,auntvt:timo,1
CVE-2026-33397,2026-03-26,3.1,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,angular:angular_cli,1
CVE-2026-4897,2026-03-26,3.1,5.5,MEDIUM,LOCAL,LOW,LOW,NONE,1.8,freedesktop:polkit|redhat:openshift_container_platform|redhat:enterprise_linux,3
CVE-2026-26073,2026-03-26,3.1,5.9,MEDIUM,NETWORK,HIGH,NONE,NONE,2.2,linuxfoundation:everest,1
CVE-2026-26074,2026-03-26,3.1,7.0,HIGH,NETWORK,HIGH,NONE,NONE,2.2,linuxfoundation:everest,1
CVE-2026-27813,2026-03-26,3.1,5.3,MEDIUM,PHYSICAL,HIGH,NONE,NONE,0.5,linuxfoundation:everest,1
CVE-2026-27814,2026-03-26,3.1,4.2,MEDIUM,ADJACENT,HIGH,NONE,NONE,1.6,linuxfoundation:everest,1
